Timestamp,tyre_wear_rear_left,tyre_wear_rear_right,tyre_wear_front_left,tyre_wear_front_right,fuel_in_tank,actual_tyre_compound,visual_tyre_compound,tyres_age_laps,ers_store_energy,tyre_surface_temp_rear_left,tyre_surface_temp_rear_right,tyre_surface_temp_front_left,tyre_surface_temp_front_right,tyre_inner_temp_rear_left,tyre_inner_temp_rear_right,tyre_inner_temp_front_left,tyre_inner_temp_front_right,tyre_pressure_rear_left,tyre_pressure_rear_right,tyre_pressure_front_left,tyre_pressure_front_right,lap_distance,last_lap_ms,sector_1_ms,sector_2_ms,delta_in_front_ms,delta_leader_ms,car_position,current_lap,num_pit_stops,pit_timer_active,pit_timer_ms,track_temp,air_temp,total_laps,pit_rejoin_position,starting_position,finishing_position,dnf,penalties_time,fastest_lap
0,0,0,0,0,25.569,20,18,0,4000000,60,60,61,61,99,99,101,101,20.025,20.025,22.282,22.282,147.828,0,0,0,0,0,13,1,0,0,0,28,23,14,20,13,8,FALSE,0,FALSE
0.22189644,0,0,0,0,25.568,20,18,0,4000000,60,60,61,61,99,99,101,101,20.012,20.012,22.271,22.271,147.828,0,0,0,0,0,13,1,0,0,0,28,23,14,20,13,8,FALSE,0,FALSE
0.7226596,0.028,0.028,0,0,25.565,20,18,0,4000000,76,76,61,61,99,99,100,100,19.997,19.997,22.254,22.254,148.702,0,0,0,0,0,13,1,0,0,0,28,23,14,20,13,8,FALSE,0,FALSE
1.2247686,0.033,0.033,0,0,25.562,20,18,0,4000000,75,75,61,61,99,99,100,100,19.985,19.985,22.236,22.236,151.508,0,0,0,0,0,13,1,0,0,0,28,23,14,20,13,8,FALSE,0,FALSE
1.7279669,0.038,0.039,0,0,25.559,20,18,0,4000000,74,75,62,62,98,98,100,100,19.972,19.972,22.22,22.22,156.469,0,0,0,0,0,13,1,0,0,0,28,23,14,20,13,8,FALSE,0,FALSE
2.2273383,0.049,0.049,0,0,25.553,20,18,0,4000000,77,76,63,63,98,98,100,100,19.959,19.959,22.203,22.203,163.659,0,0,0,0,0,13,1,0,0,0,28,23,14,20,13,8,FALSE,0,FALSE
2.7298915,0.06,0.058,0,0,25.547,20,18,0,4000000,77,76,64,64,98,98,99,99,19.947,19.947,22.187,22.187,173.199,0,0,0,0,0,13,1,0,0,0,28,23,14,20,13,8,FALSE,0,FALSE
3.2216191,0.066,0.065,0,0,25.54,20,18,0,4000000,74,74,65,65,98,98,99,99,19.935,19.934,22.172,22.172,185.022,0,0,0,0,0,13,1,0,0,0,28,23,14,20,13,8,FALSE,0,FALSE
3.7227833,0.079,0.077,0,0,25.531,20,18,0,4000000,76,76,66,66,97,97,99,99,19.922,19.922,22.157,22.157,199.308,0,0,0,0,0,13,1,0,0,0,28,23,14,20,13,8,FALSE,0,FALSE
4.2242317,0.095,0.094,0,0,25.52,20,18,0,4000000,77,77,67,67,97,97,98,98,19.911,19.91,22.143,22.143,216.266,0,0,0,2134,0,13,1,0,0,0,28,23,14,20,13,8,FALSE,0,FALSE
