Timestamp,tyre_wear_rear_left,tyre_wear_rear_right,tyre_wear_front_left,tyre_wear_front_right,fuel_in_tank,actual_tyre_compound,visual_tyre_compound,tyres_age_laps,ers_store_energy,tyre_surface_temp_rear_left,tyre_surface_temp_rear_right,tyre_surface_temp_front_left,tyre_surface_temp_front_right,tyre_inner_temp_rear_left,tyre_inner_temp_rear_right,tyre_inner_temp_front_left,tyre_inner_temp_front_right,tyre_pressure_rear_left,tyre_pressure_rear_right,tyre_pressure_front_left,tyre_pressure_front_right,lap_distance,last_lap_ms,sector_1_ms,sector_2_ms,delta_in_front_ms,delta_leader_ms,car_position,current_lap,num_pit_stops,pit_timer_active,pit_timer_ms,track_temp,air_temp,total_laps,pit_rejoin_position,starting_position,finishing_position,dnf,penalties_time,fastest_lap
0,0,0,0,0,25.368,19,17,0,4000000,58,58,59,59,97,97,98,98,20.018,20.018,22.278,22.278,179.903,0,0,0,0,0,9,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
0.02444863,0,0,0,0,25.367,19,17,0,4000000,58,58,59,59,97,97,98,98,20.014,20.014,22.274,22.274,179.903,0,0,0,0,0,9,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
0.52807903,0.014,0.014,0,0,25.365,19,17,0,4000000,66,66,58,58,96,96,98,98,19.994,19.994,22.256,22.256,179.943,0,0,0,0,0,9,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
1.0224153,0.081,0.081,0,0,25.361,19,17,0,4000000,99,100,59,59,96,96,98,98,19.986,19.986,22.239,22.239,181.407,0,0,0,0,0,9,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
1.5223142,0.151,0.152,0,0,25.355,19,17,0,4000000,119,120,59,59,96,96,97,97,19.992,19.992,22.222,22.222,184.993,0,0,0,0,0,9,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
2.0234413,0.236,0.236,0,0,25.349,19,17,0,4000000,129,129,60,60,97,97,97,97,20.004,20.005,22.205,22.205,190.739,0,0,0,0,0,9,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
2.5272286,0.273,0.274,0,0,25.344,19,17,0,4000000,118,118,61,61,97,97,97,97,20.017,20.017,22.189,22.189,198.719,0,0,0,0,0,9,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
3.0274894,0.28,0.281,0,0,25.337,19,17,0,4000000,97,97,62,62,97,97,97,97,20.021,20.021,22.173,22.173,209.08,0,0,0,0,0,9,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
3.5230577,0.299,0.301,0,0,25.328,19,17,0,4000000,87,87,63,63,97,97,96,96,20.016,20.017,22.158,22.158,221.986,0,0,0,0,0,9,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
4.0270348,0.315,0.317,0,0,25.318,19,17,0,4000000,79,79,64,64,97,97,96,96,20.008,20.009,22.143,22.143,237.474,0,0,0,0,0,9,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
4.5220404,0.333,0.336,0,0,25.308,19,17,0,3998894.2,76,76,65,65,96,96,96,96,19.998,19.999,22.13,22.13,255.025,0,0,0,0,0,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
5.0245256,0.346,0.349,0,0,25.296,19,17,0,3995602.8,72,72,66,66,96,96,96,96,19.985,19.986,22.115,22.115,276.48,0,0,0,65469,3317,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
5.524892,0.361,0.364,0,0,25.282,19,17,0,3991105,72,72,66,66,96,96,95,95,19.972,19.972,22.102,22.102,300.069,0,0,0,65469,3317,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
6.026766,0.372,0.376,0,0,25.269,19,17,0,3990861,70,70,67,66,96,96,95,95,19.958,19.959,22.088,22.089,326.259,0,0,0,17,1817,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
6.5284605,0.383,0.386,0,0,25.256,19,17,0,3984121.2,70,69,67,67,95,95,95,95,19.944,19.945,22.076,22.076,354.673,0,0,0,17,1817,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
7.024225,0.392,0.395,0,0,25.243,19,17,0,3981904,70,69,67,67,95,95,95,95,19.93,19.93,22.063,22.063,385.168,0,0,0,100,1333,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
7.5262313,0.4,0.403,0,0,25.229,19,17,0,3973457.5,69,69,67,67,95,95,94,94,19.916,19.916,22.05,22.05,417.334,0,0,0,100,1333,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
8.026815,0.408,0.411,0,0,25.215,19,17,0,3964817.5,69,69,67,67,95,95,94,94,19.902,19.902,22.038,22.038,451.152,0,0,0,67,1133,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
8.52548,0.415,0.419,0,0,25.202,19,17,0,3961550,69,69,67,67,94,94,94,94,19.888,19.888,22.025,22.026,486.378,0,0,0,66,1050,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
9.02298,0.422,0.426,0,0,25.189,19,17,0,3952910,69,69,67,68,94,94,94,94,19.874,19.874,22.013,22.013,522.773,0,0,0,66,1050,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
9.522913,0.429,0.433,0,0,25.175,19,17,0,3944270,69,69,68,68,94,94,94,94,19.86,19.861,22.001,22.001,560.332,0,0,0,67,1000,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
10.0244875,0.438,0.441,0.006,0.006,25.161,19,17,0,3942924.5,70,70,71,70,94,94,93,93,19.847,19.848,21.99,21.99,598.776,0,0,0,50,983,10,1,0,0,0,26,22,14,20,9,7,FALSE,0,FALSE
