Timestamp,tyre_wear_rear_left,tyre_wear_rear_right,tyre_wear_front_left,tyre_wear_front_right,fuel_in_tank,actual_tyre_compound,visual_tyre_compound,tyres_age_laps,ers_store_energy,tyre_surface_temp_rear_left,tyre_surface_temp_rear_right,tyre_surface_temp_front_left,tyre_surface_temp_front_right,tyre_inner_temp_rear_left,tyre_inner_temp_rear_right,tyre_inner_temp_front_left,tyre_inner_temp_front_right,tyre_pressure_rear_left,tyre_pressure_rear_right,tyre_pressure_front_left,tyre_pressure_front_right,lap_distance,last_lap_ms,sector_1_ms,sector_2_ms,delta_in_front_ms,delta_leader_ms,car_position,current_lap,num_pit_stops,pit_timer_active,pit_timer_ms,track_temp,air_temp,total_laps,pit_rejoin_position,starting_position,finishing_position,dnf,penalties_time,fastest_lap
0,0,0,0,0,25.272,18,16,0,4000000,56,56,58,58,95,95,96,96,20.064,20.064,22.317,22.317,91.935,0,0,0,0,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
0.049645673,0,0,0,0,25.271,18,16,0,4000000,56,56,58,58,95,95,96,96,20.061,20.061,22.314,22.314,91.935,0,0,0,0,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
0.5644605,0.028,0.028,0,0,25.269,18,16,0,4000000,68,68,57,57,95,95,96,96,20.04,20.04,22.296,22.296,92.028,0,0,0,0,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
1.0618659,0.04,0.04,0,0,25.266,18,16,0,4000000,70,70,57,57,94,94,96,96,20.026,20.026,22.278,22.278,93.649,0,0,0,0,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
1.5608375,0.05,0.049,0,0,25.263,18,16,0,4000000,70,70,58,58,94,94,96,96,20.013,20.013,22.261,22.261,97.32,0,0,0,0,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
2.0632193,0.058,0.057,0,0,25.259,18,16,0,4000000,70,70,58,58,94,94,95,95,19.999,19.999,22.244,22.244,103.206,0,0,0,0,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
2.557403,0.093,0.093,0,0,25.252,18,16,0,4000000,79,79,59,59,94,94,95,95,19.988,19.988,22.228,22.228,111.486,0,0,0,0,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
3.0615642,0.138,0.139,0,0,25.244,18,16,0,4000000,86,86,60,61,94,94,95,95,19.982,19.982,22.212,22.212,122.161,0,0,0,0,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
3.5622728,0.165,0.165,0,0,25.236,18,16,0,3999992.5,82,81,62,62,94,94,94,94,19.976,19.976,22.197,22.197,135.469,0,0,0,0,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
4.0644884,0.184,0.184,0,0,25.225,18,16,0,3999951.2,76,76,62,63,93,93,94,94,19.967,19.967,22.182,22.182,151.426,0,0,0,0,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
4.5580325,0.208,0.208,0,0,25.215,18,16,0,3998445,73,73,63,63,93,93,94,94,19.956,19.956,22.168,22.168,170.177,0,0,0,734,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
5.0614924,0.224,0.224,0,0,25.202,18,16,0,3994964.2,70,70,64,64,93,93,94,94,19.944,19.944,22.154,22.154,191.572,0,0,0,734,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
5.562663,0.243,0.243,0,0,25.188,18,16,0,3990186.2,70,70,64,64,93,93,94,94,19.932,19.931,22.141,22.141,215.761,0,0,0,200,0,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
6.0621114,0.258,0.258,0,0,25.176,18,16,0,3989755.2,68,68,65,65,92,92,93,93,19.919,19.918,22.127,22.127,242.45,0,0,0,200,5567,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
6.5655284,0.272,0.271,0,0,25.162,18,16,0,3982795,68,68,65,65,92,92,93,93,19.905,19.905,22.114,22.114,271.339,0,0,0,83,5567,20,1,0,0,0,26,21,14,20,20,12,FALSE,0,FALSE
