Timestamp,tyre_wear_rear_left,tyre_wear_rear_right,tyre_wear_front_left,tyre_wear_front_right,fuel_in_tank,actual_tyre_compound,visual_tyre_compound,tyres_age_laps,ers_store_energy,tyre_surface_temp_rear_left,tyre_surface_temp_rear_right,tyre_surface_temp_front_left,tyre_surface_temp_front_right,tyre_inner_temp_rear_left,tyre_inner_temp_rear_right,tyre_inner_temp_front_left,tyre_inner_temp_front_right,tyre_pressure_rear_left,tyre_pressure_rear_right,tyre_pressure_front_left,tyre_pressure_front_right,lap_distance,last_lap_ms,sector_1_ms,sector_2_ms,delta_in_front_ms,delta_leader_ms,car_position,current_lap,num_pit_stops,pit_timer_active,pit_timer_ms,track_temp,air_temp,total_laps,pit_rejoin_position,starting_position,finishing_position,dnf,penalties_time,fastest_lap
0,0,0,0,0,25.377,18,16,0,4000000,57,57,59,59,96,96,97,97,20.103,20.103,22.348,22.348,227.829,0,0,0,0,0,3,1,0,0,0,29,24,14,20,3,9,False,0,False
0.45235705,0.008,0.008,0,0,25.375,18,16,0,4000000,60,60,58,58,95,95,97,97,20.082,20.082,22.331,22.331,227.839,0,0,0,0,0,3,1,0,0,0,29,24,14,20,3,9,False,0,False
0.94887084,0.022,0.022,0,0,25.373,18,16,0,4000000,65,64,58,58,95,95,96,96,20.065,20.065,22.314,22.314,228.794,0,0,0,0,0,3,1,0,0,0,29,24,14,20,3,9,False,0,False
1.450482,0.029,0.029,0,0,25.37,18,16,0,4000000,66,65,58,58,95,95,96,96,20.048,20.048,22.297,22.297,231.543,0,0,0,0,0,3,1,0,0,0,29,24,14,20,3,9,False,0,False
1.9500198,0.039,0.038,0,0,25.367,18,16,0,4000000,67,67,59,59,95,95,96,96,20.033,20.033,22.28,22.28,236.5,0,0,0,0,0,3,1,0,0,0,29,24,14,20,3,9,False,0,False
2.4520786,0.054,0.055,0,0,25.361,18,16,0,4000000,71,71,59,59,94,94,96,96,20.019,20.018,22.263,22.263,243.652,0,0,0,0,0,3,1,0,0,0,29,24,14,20,3,9,False,0,False
2.9501562,0.098,0.102,0,0,25.353,18,16,0,4000000,83,84,60,60,94,94,95,95,20.009,20.009,22.247,22.247,253.231,0,0,0,0,0,3,1,0,0,0,29,24,14,20,3,9,False,0,False
3.450498,0.136,0.143,0,0,25.345,18,16,0,4000000,84,85,61,61,94,94,95,95,20.003,20.004,22.232,22.232,265.314,0,0,0,0,0,3,1,0,0,0,29,24,14,20,3,9,False,0,False
3.9529784,0.154,0.16,0,0,25.335,18,16,0,3999970,77,78,62,62,94,94,95,95,19.995,19.996,22.217,22.217,280.15,0,0,0,0,0,3,1,0,0,0,29,24,14,20,3,9,False,0,False
4.4528804,0.191,0.198,0,0,25.323,18,16,0,4000000,79,79,63,63,94,94,95,95,19.985,19.987,22.202,22.203,297.71,0,0,0,0,0,3,1,0,0,0,29,24,14,20,3,9,False,0,False
